id,id_type_relation,entite1,entite2,id_patron,extrait,reference
9277,0,mot,français,2492,tandis que le mot français beignet désigne,./corpus/wikipedia/Bugne.txt #142
9278,10,mot,français,2492,tandis que le mot français beignet désigne,./corpus/wikipedia/Bugne.txt #142
9279,17,mot,français,2492,tandis que le mot français beignet désigne,./corpus/wikipedia/Bugne.txt #142
9280,777,mot,français,2492,tandis que le mot français beignet désigne,./corpus/wikipedia/Bugne.txt #142
9281,666,premier,édition,2493,"
Dans la première édition de Pantagruel",./corpus/wikipedia/Bugne.txt #156
9282,0,plat,cuisine,2494,bugnes parmi les plats de la cuisine lyonnaise:,./corpus/wikipedia/Bugne.txt #174
9283,3,plat,cuisine,2494,bugnes parmi les plats de la cuisine lyonnaise:,./corpus/wikipedia/Bugne.txt #174
9284,10,plat,cuisine,2494,bugnes parmi les plats de la cuisine lyonnaise:,./corpus/wikipedia/Bugne.txt #174
9285,15,plat,cuisine,2494,bugnes parmi les plats de la cuisine lyonnaise:,./corpus/wikipedia/Bugne.txt #174
9286,16,plat,cuisine,2494,bugnes parmi les plats de la cuisine lyonnaise:,./corpus/wikipedia/Bugne.txt #174
9287,80,plat,cuisine,2494,bugnes parmi les plats de la cuisine lyonnaise:,./corpus/wikipedia/Bugne.txt #174
9288,666,plat,cuisine,2494,bugnes parmi les plats de la cuisine lyonnaise:,./corpus/wikipedia/Bugne.txt #174
9289,0,hure,sanglier,8,", andouilles, hures de sangliers, gigots",./corpus/wikipedia/Bugne.txt #188
9290,10,hure,sanglier,8,", andouilles, hures de sangliers, gigots",./corpus/wikipedia/Bugne.txt #188
9291,0,gigot,aillade,2163,"de sangliers, gigots à l'aillade, fressures",./corpus/wikipedia/Bugne.txt #192
9292,777,gras,chapon,2495,", fricandeaux, gras chapons au blanc",./corpus/wikipedia/Bugne.txt #201
9293,0,macaron,pâtisserie,2496,", craquelins et macarons (pâtisseries sèches)",./corpus/wikipedia/Bugne.txt #246
9294,3,macaron,pâtisserie,2496,", craquelins et macarons (pâtisseries sèches)",./corpus/wikipedia/Bugne.txt #246
9295,5,macaron,pâtisserie,2496,", craquelins et macarons (pâtisseries sèches)",./corpus/wikipedia/Bugne.txt #246
9296,6,macaron,pâtisserie,2496,", craquelins et macarons (pâtisseries sèches)",./corpus/wikipedia/Bugne.txt #246
9297,35,macaron,pâtisserie,2496,", craquelins et macarons (pâtisseries sèches)",./corpus/wikipedia/Bugne.txt #246
9298,666,macaron,pâtisserie,2496,", craquelins et macarons (pâtisseries sèches)",./corpus/wikipedia/Bugne.txt #246
9299,23,sixième,édition,82,".
La sixième édition, publiée",./corpus/wikipedia/Bugne.txt #262
9300,0,dictionnaire,académie,2497,"du Supplément au Dictionnaire de l'Académie française,",./corpus/wikipedia/Bugne.txt #272
9301,777,dictionnaire,académie,2497,"du Supplément au Dictionnaire de l'Académie française,",./corpus/wikipedia/Bugne.txt #272
9302,0,féminin,pluriel,2498,"terme qu'au féminin pluriel, qu'",./corpus/wikipedia/Bugne.txt #284
9303,17,français,populaire,5,"l'argot et français populaire, le",./corpus/wikipedia/Bugne.txt #366
9304,0,mandale,coup,2499,"figuré: une mandale, un coup de boule",./corpus/wikipedia/Bugne.txt #378
9305,5,mandale,coup,2499,"figuré: une mandale, un coup de boule",./corpus/wikipedia/Bugne.txt #378
9306,0,coup,droit,280,"tronche, un coup droit dans les",./corpus/wikipedia/Bugne.txt #389
9307,0,glissement,sens,8,artiches. Le glissement de sens est peut-être,./corpus/wikipedia/Bugne.txt #396
9308,777,glissement,sens,8,artiches. Le glissement de sens est peut-être,./corpus/wikipedia/Bugne.txt #396
9309,0,bosse,tête,79,désigner également une bosse à la tête (forme,./corpus/wikipedia/Bugne.txt #437
9310,17,bosse,tête,79,désigner également une bosse à la tête (forme,./corpus/wikipedia/Bugne.txt #437
9311,0,Rome,antique,2500,spécialité dans la Rome antique qui se,./corpus/wikipedia/Bugne.txt #483
9312,17,Rome,antique,2500,spécialité dans la Rome antique qui se,./corpus/wikipedia/Bugne.txt #483
9313,0,mardi,gras,2501,juste avant le mardi gras afin de,./corpus/wikipedia/Bugne.txt #516
9314,17,mardi,gras,2501,juste avant le mardi gras afin de,./corpus/wikipedia/Bugne.txt #516
9315,0,matière,gras,5,pas gâcher les matières grasses (huile,./corpus/wikipedia/Bugne.txt #554
9316,0,matière,huile,2502,pas gâcher les matières grasses (huile de cuisson,./corpus/wikipedia/Bugne.txt #554
9317,8,matière,huile,2502,pas gâcher les matières grasses (huile de cuisson,./corpus/wikipedia/Bugne.txt #554
9318,0,huile,cuisson,8,matières grasses (huile de cuisson) dont,./corpus/wikipedia/Bugne.txt #557
9319,0,mardi,gras,2503,"l'époque de mardi gras.
",./corpus/wikipedia/Bugne.txt #589
9320,17,mardi,gras,2503,"l'époque de mardi gras.
",./corpus/wikipedia/Bugne.txt #589
9321,8,période,carême,8,"associées à la période du carême, le",./corpus/wikipedia/Bugne.txt #615
9322,0,cuisine,bugne,2504,poumons annoncent une cuisine de bugnes en plein,./corpus/wikipedia/Bugne.txt #663
9323,27,cuisine,bugne,2504,poumons annoncent une cuisine de bugnes en plein,./corpus/wikipedia/Bugne.txt #663
9324,0,plein,vent,2505,de bugnes en plein vent. Le,./corpus/wikipedia/Bugne.txt #667
9325,0,petit,village,2506,"1997, le petit village ardéchois de",./corpus/wikipedia/Bugne.txt #711
9326,23,petit,village,2506,"1997, le petit village ardéchois de",./corpus/wikipedia/Bugne.txt #711
9327,23,nombreux,pays,2507,consommées dans de nombreux pays en Europe,./corpus/wikipedia/Bugne.txt #743
9328,0,pays,Europe,2508,dans de nombreux pays en Europe où ils,./corpus/wikipedia/Bugne.txt #744
9329,8,pays,Europe,2508,dans de nombreux pays en Europe où ils,./corpus/wikipedia/Bugne.txt #744
9330,10,pays,Europe,2508,dans de nombreux pays en Europe où ils,./corpus/wikipedia/Bugne.txt #744
9331,15,pays,Europe,2508,dans de nombreux pays en Europe où ils,./corpus/wikipedia/Bugne.txt #744
9332,0,huile,chaud,139,cuites dans une huile très chaude et la,./corpus/wikipedia/Bugne.txt #780
9333,17,huile,chaud,139,cuites dans une huile très chaude et la,./corpus/wikipedia/Bugne.txt #780
9334,17,pâte,épais,883,partir d'une pâte plus épaisse. Les,./corpus/wikipedia/Bugne.txt #811
9335,0,grand,nombre,2509,bugnes connaît un grand nombre de variantes,./corpus/wikipedia/Bugne.txt #834
9336,6,grand,nombre,2509,bugnes connaît un grand nombre de variantes,./corpus/wikipedia/Bugne.txt #834
9337,23,grand,nombre,2509,bugnes connaît un grand nombre de variantes,./corpus/wikipedia/Bugne.txt #834
9338,0,ville,Lyon,2510,cas de la ville de Lyon par exemple,./corpus/wikipedia/Bugne.txt #881
9339,8,ville,Lyon,2510,cas de la ville de Lyon par exemple,./corpus/wikipedia/Bugne.txt #881
9340,27,ville,Lyon,2510,cas de la ville de Lyon par exemple,./corpus/wikipedia/Bugne.txt #881
9341,64,ville,Lyon,2510,cas de la ville de Lyon par exemple,./corpus/wikipedia/Bugne.txt #881
9342,777,ville,Lyon,2510,cas de la ville de Lyon par exemple,./corpus/wikipedia/Bugne.txt #881
9343,17,cerise,confit,2511,"
Brioche aux cerises confites
",./corpus/wikipedia/Liste des spécialités régionales françaises de pains et de viennoiseries.txt #21
9344,777,origine,espagnol,2512,"bonbon artisanal d'origine espagnole, typique",./corpus/wikipedia/Piñonate.txt #7
9345,0,province,Cáceres,11,et Herreruela (province de Cáceres).,./corpus/wikipedia/Piñonate.txt #42
9346,64,province,Cáceres,11,et Herreruela (province de Cáceres).,./corpus/wikipedia/Piñonate.txt #42
9347,777,Amérique,latin,2513,trouve également en Amérique latine dans les,./corpus/wikipedia/Piñonate.txt #52
9348,0,cuisine,pays,2514,latine dans les cuisines des pays d'Amérique,./corpus/wikipedia/Piñonate.txt #56
9349,0,pays,Amérique,2515,les cuisines des pays d'Amérique centrale (,./corpus/wikipedia/Piñonate.txt #58
9350,8,pays,Amérique,2515,les cuisines des pays d'Amérique centrale (,./corpus/wikipedia/Piñonate.txt #58
9351,15,pays,Amérique,2515,les cuisines des pays d'Amérique centrale (,./corpus/wikipedia/Piñonate.txt #58
9352,64,pays,Amérique,2515,les cuisines des pays d'Amérique centrale (,./corpus/wikipedia/Piñonate.txt #58
9353,64,île,Margarita,11,"Bautista de l'île de Margarita, au",./corpus/wikipedia/Piñonate.txt #79
9354,0,tradition,chrétien,2516,partagent les mêmes traditions chrétiennes et la,./corpus/wikipedia/Piñonate.txt #134
9355,0,vénération,saint,2517,"chrétiennes et la vénération de leur saint patron,",./corpus/wikipedia/Piñonate.txt #138
9356,0,saint,patron,52,"vénération de leur saint patron, San",./corpus/wikipedia/Piñonate.txt #141
9357,0,pente,colline,290,", sur les pentes d'une colline appelée La",./corpus/wikipedia/Piñonate.txt #165
9358,10,pente,colline,290,", sur les pentes d'une colline appelée La",./corpus/wikipedia/Piñonate.txt #165
9359,666,pente,colline,290,", sur les pentes d'une colline appelée La",./corpus/wikipedia/Piñonate.txt #165
9360,0,église,paroissial,2518,", avec une église paroissiale centrale de",./corpus/wikipedia/Piñonate.txt #179
9361,17,côte,pacifique,5,"typique de sa côte pacifique,.",./corpus/wikipedia/Piñonate.txt #212
9362,0,huile,olive,8,", de l'huile d'olive, de",./corpus/wikipedia/Piñonate.txt #266
9363,5,huile,olive,8,", de l'huile d'olive, de",./corpus/wikipedia/Piñonate.txt #266
9364,8,huile,olive,8,", de l'huile d'olive, de",./corpus/wikipedia/Piñonate.txt #266
9365,9,huile,olive,8,", de l'huile d'olive, de",./corpus/wikipedia/Piñonate.txt #266
9366,35,huile,olive,8,", de l'huile d'olive, de",./corpus/wikipedia/Piñonate.txt #266
9367,42,huile,olive,8,", de l'huile d'olive, de",./corpus/wikipedia/Piñonate.txt #266
9368,666,huile,olive,8,", de l'huile d'olive, de",./corpus/wikipedia/Piñonate.txt #266
9369,0,graine,sésame,8,"pignons, des graines de sésame, de",./corpus/wikipedia/Piñonate.txt #281
9370,8,graine,sésame,8,"pignons, des graines de sésame, de",./corpus/wikipedia/Piñonate.txt #281
9371,0,clou,girofle,8,"cannelle, des clous de girofle, de",./corpus/wikipedia/Piñonate.txt #290
9372,8,clou,girofle,8,"cannelle, des clous de girofle, de",./corpus/wikipedia/Piñonate.txt #290
9373,10,écorce,orange,54,"anis et des écorces d'orange, contrairement",./corpus/wikipedia/Piñonate.txt #299
9374,15,écorce,orange,54,"anis et des écorces d'orange, contrairement",./corpus/wikipedia/Piñonate.txt #299
9375,0,paprika,doux,720,"à base de paprika doux, d'",./corpus/wikipedia/Piñonate.txt #320
9376,50,beignet,morue,8,"Les acras, beignets de morue, bolinhos",./corpus/wikipedia/Bolinho de bacalhau.txt #3
9377,0,région,méditerranéen,5,"trouvées dans les régions méditerranéennes.
",./corpus/wikipedia/Bolinho de bacalhau.txt #23
9378,0,cave,vin,2519,restaurants et les caves à vin du Portugal,./corpus/wikipedia/Bolinho de bacalhau.txt #54
9379,3,cave,vin,2519,restaurants et les caves à vin du Portugal,./corpus/wikipedia/Bolinho de bacalhau.txt #54
9380,9,cave,vin,2519,restaurants et les caves à vin du Portugal,./corpus/wikipedia/Bolinho de bacalhau.txt #54
9381,28,cave,vin,2519,restaurants et les caves à vin du Portugal,./corpus/wikipedia/Bolinho de bacalhau.txt #54
9382,35,cave,vin,2519,restaurants et les caves à vin du Portugal,./corpus/wikipedia/Bolinho de bacalhau.txt #54
9383,666,cave,vin,2519,restaurants et les caves à vin du Portugal,./corpus/wikipedia/Bolinho de bacalhau.txt #54
9384,777,croquette,morue,2520,recettes officielles des croquettes de morue est celle,./corpus/wikipedia/Bolinho de bacalhau.txt #101
9385,0,purée,patate,8,à de la purée de patate et des,./corpus/wikipedia/Bolinho de bacalhau.txt #131
9386,50,purée,patate,8,à de la purée de patate et des,./corpus/wikipedia/Bolinho de bacalhau.txt #131
9387,666,purée,patate,8,à de la purée de patate et des,./corpus/wikipedia/Bolinho de bacalhau.txt #131
9388,0,officier,armée,2521,"Melo, un officier de l'armée portugaise,",./corpus/wikipedia/Bolinho de bacalhau.txt #184
9389,3,officier,armée,2521,"Melo, un officier de l'armée portugaise,",./corpus/wikipedia/Bolinho de bacalhau.txt #184
9390,10,officier,armée,2521,"Melo, un officier de l'armée portugaise,",./corpus/wikipedia/Bolinho de bacalhau.txt #184
9391,15,officier,armée,2521,"Melo, un officier de l'armée portugaise,",./corpus/wikipedia/Bolinho de bacalhau.txt #184
9392,666,officier,armée,2521,"Melo, un officier de l'armée portugaise,",./corpus/wikipedia/Bolinho de bacalhau.txt #184
9393,0,armée,portugais,5,"officier de l'armée portugaise, sous",./corpus/wikipedia/Bolinho de bacalhau.txt #187
9394,777,armée,portugais,5,"officier de l'armée portugaise, sous",./corpus/wikipedia/Bolinho de bacalhau.txt #187
9395,0,cuisine,provençal,5,partie de la cuisine provençale et catalane,./corpus/wikipedia/Bolinho de bacalhau.txt #207
9396,777,cuisine,provençal,5,partie de la cuisine provençale et catalane,./corpus/wikipedia/Bolinho de bacalhau.txt #207
9397,0,côte,atlantique,116,"formes sur la côte atlantique, de",./corpus/wikipedia/Bolinho de bacalhau.txt #222
9398,777,Bretagne,-,2522,", de la Bretagne au Pays-Basque.",./corpus/wikipedia/Bolinho de bacalhau.txt #227
9399,777,Bretagne,Basque,2523,", de la Bretagne au Pays-Basque. Ils",./corpus/wikipedia/Bolinho de bacalhau.txt #227
9400,17,cuisine,français,2524,"de la grande cuisine française, Escoffier",./corpus/wikipedia/Bolinho de bacalhau.txt #241
9401,0,purée,pomme,632,"de morue, purée de pommes de terre",./corpus/wikipedia/Bolinho de bacalhau.txt #271
9402,50,purée,pomme,632,"de morue, purée de pommes de terre",./corpus/wikipedia/Bolinho de bacalhau.txt #271
9403,0,pomme,terre,84,", purée de pommes de terre, jaunes",./corpus/wikipedia/Bolinho de bacalhau.txt #273
9404,0,pomme,jaune,2525,", purée de pommes de terre, jaunes d'œufs",./corpus/wikipedia/Bolinho de bacalhau.txt #273
9405,8,pomme,jaune,2525,", purée de pommes de terre, jaunes d'œufs",./corpus/wikipedia/Bolinho de bacalhau.txt #273
9406,17,pomme,jaune,2525,", purée de pommes de terre, jaunes d'œufs",./corpus/wikipedia/Bolinho de bacalhau.txt #273
9407,106,pomme,jaune,2525,", purée de pommes de terre, jaunes d'œufs",./corpus/wikipedia/Bolinho de bacalhau.txt #273
9408,0,jaune,œuf,8,"de terre, jaunes d'œufs et de",./corpus/wikipedia/Bolinho de bacalhau.txt #277
9409,0,purée,patate,2526,et 1/3 de purée de patate sont mélangées,./corpus/wikipedia/Bolinho de bacalhau.txt #302
9410,50,purée,patate,2526,et 1/3 de purée de patate sont mélangées,./corpus/wikipedia/Bolinho de bacalhau.txt #302
9411,666,purée,patate,2526,et 1/3 de purée de patate sont mélangées,./corpus/wikipedia/Bolinho de bacalhau.txt #302
9412,0,huile,olive,8,frits dans l'huile d'olive. Les,./corpus/wikipedia/Bolinho de bacalhau.txt #347
9413,5,huile,olive,8,frits dans l'huile d'olive. Les,./corpus/wikipedia/Bolinho de bacalhau.txt #347
9414,8,huile,olive,8,frits dans l'huile d'olive. Les,./corpus/wikipedia/Bolinho de bacalhau.txt #347
9415,9,huile,olive,8,frits dans l'huile d'olive. Les,./corpus/wikipedia/Bolinho de bacalhau.txt #347
9416,35,huile,olive,8,frits dans l'huile d'olive. Les,./corpus/wikipedia/Bolinho de bacalhau.txt #347
9417,42,huile,olive,8,frits dans l'huile d'olive. Les,./corpus/wikipedia/Bolinho de bacalhau.txt #347
9418,666,huile,olive,8,frits dans l'huile d'olive. Les,./corpus/wikipedia/Bolinho de bacalhau.txt #347
9419,0,accompagnement,plat,1363,"goûter, en accompagnement de plats frits.",./corpus/wikipedia/Bolinho de bacalhau.txt #412
9420,0,pâte,farine,2527,variante faite de pâte de farine est appelée,./corpus/wikipedia/Bolinho de bacalhau.txt #421
9421,28,pâte,farine,2527,variante faite de pâte de farine est appelée,./corpus/wikipedia/Bolinho de bacalhau.txt #421
9422,50,pâte,farine,2527,variante faite de pâte de farine est appelée,./corpus/wikipedia/Bolinho de bacalhau.txt #421
9423,666,pâte,farine,2527,variante faite de pâte de farine est appelée,./corpus/wikipedia/Bolinho de bacalhau.txt #421
9424,666,bacalhau,morue,2528,"appelée patanisca de bacalhau ou galettes de morue.
",./corpus/wikipedia/Bolinho de bacalhau.txt #428
9425,777,bacalhau,morue,2528,"appelée patanisca de bacalhau ou galettes de morue.
",./corpus/wikipedia/Bolinho de bacalhau.txt #428
9426,0,pays,africain,2529,et dans les pays africains de langue,./corpus/wikipedia/Bolinho de bacalhau.txt #463
9427,0,pays,langue,2530,et dans les pays africains de langue officielle portugaise,./corpus/wikipedia/Bolinho de bacalhau.txt #463
9428,3,pays,langue,2530,et dans les pays africains de langue officielle portugaise,./corpus/wikipedia/Bolinho de bacalhau.txt #463
9429,9,pays,langue,2530,et dans les pays africains de langue officielle portugaise,./corpus/wikipedia/Bolinho de bacalhau.txt #463
9430,28,pays,langue,2530,et dans les pays africains de langue officielle portugaise,./corpus/wikipedia/Bolinho de bacalhau.txt #463
9431,153,pays,langue,2530,et dans les pays africains de langue officielle portugaise,./corpus/wikipedia/Bolinho de bacalhau.txt #463
9432,666,pays,langue,2530,et dans les pays africains de langue officielle portugaise,./corpus/wikipedia/Bolinho de bacalhau.txt #463
9433,0,langue,portugais,2531,pays africains de langue officielle portugaise pour les,./corpus/wikipedia/Bolinho de bacalhau.txt #466
9434,8,langue,portugais,2531,pays africains de langue officielle portugaise pour les,./corpus/wikipedia/Bolinho de bacalhau.txt #466
9435,777,langue,portugais,2531,pays africains de langue officielle portugaise pour les,./corpus/wikipedia/Bolinho de bacalhau.txt #466
9436,0,acra,morue,8,portugaise pour les acras de morue. Cependant,./corpus/wikipedia/Bolinho de bacalhau.txt #471
9437,50,acra,morue,8,portugaise pour les acras de morue. Cependant,./corpus/wikipedia/Bolinho de bacalhau.txt #471
9438,17,plat,typique,2532,bacalhau est un plat typique brésilien similaire,./corpus/wikipedia/Bolinho de bacalhau.txt #490
9439,17,plat,brésilien,2533,bacalhau est un plat typique brésilien similaire à,./corpus/wikipedia/Bolinho de bacalhau.txt #490
9440,17,plat,similaire,2534,bacalhau est un plat typique brésilien similaire à l',./corpus/wikipedia/Bolinho de bacalhau.txt #490
9441,777,Amérique,latin,2535,l'empanada d'Amérique latine. Il,./corpus/wikipedia/Bolinho de bacalhau.txt #498
9442,0,soupe,poisson,8,,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #1
9443,9,soupe,poisson,8,,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #1
9444,17,plat,traditionnel,130,poisson est un plat traditionnel de la,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #6
9445,0,plat,cuisine,2536,poisson est un plat traditionnel de la cuisine tchèqueservi traditionnellement,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #6
9446,3,plat,cuisine,2536,poisson est un plat traditionnel de la cuisine tchèqueservi traditionnellement,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #6
9447,10,plat,cuisine,2536,poisson est un plat traditionnel de la cuisine tchèqueservi traditionnellement,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #6
9448,15,plat,cuisine,2536,poisson est un plat traditionnel de la cuisine tchèqueservi traditionnellement,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #6
9449,16,plat,cuisine,2536,poisson est un plat traditionnel de la cuisine tchèqueservi traditionnellement,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #6
9450,80,plat,cuisine,2536,poisson est un plat traditionnel de la cuisine tchèqueservi traditionnellement,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #6
9451,666,plat,cuisine,2536,poisson est un plat traditionnel de la cuisine tchèqueservi traditionnellement,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #6
9452,0,réveillon,Noël,2537,l'occasion du réveillon de Noël. Elle,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #17
9453,27,réveillon,Noël,2537,l'occasion du réveillon de Noël. Elle,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #17
9454,49,réveillon,Noël,2537,l'occasion du réveillon de Noël. Elle,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #17
9455,666,réveillon,Noël,2537,l'occasion du réveillon de Noël. Elle,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #17
9456,0,réveillon,Noël,2538,carpe(spécialité traditionnelle du réveillon de Noël avec la,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #35
9457,27,réveillon,Noël,2538,carpe(spécialité traditionnelle du réveillon de Noël avec la,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #35
9458,49,réveillon,Noël,2538,carpe(spécialité traditionnelle du réveillon de Noël avec la,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #35
9459,666,réveillon,Noël,2538,carpe(spécialité traditionnelle du réveillon de Noël avec la,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #35
9460,0,salade,pomme,632,Noël avec la salade de pommes de terre,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #40
9461,9,salade,pomme,632,Noël avec la salade de pommes de terre,./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #40
9462,0,pomme,terre,421,"la salade de pommes de terre),",./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #42
9463,10,chair,carpe,8,", de la chair de carpe, de",./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #80
9464,0,vin,blanc,70,"fraîche ou du vin blanc.
",./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #90
9465,5,vin,blanc,70,"fraîche ou du vin blanc.
",./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #90
9466,8,vin,blanc,70,"fraîche ou du vin blanc.
",./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #90
9467,17,vin,blanc,70,"fraîche ou du vin blanc.
",./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #90
9468,27,vin,blanc,70,"fraîche ou du vin blanc.
",./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #90
9469,106,vin,blanc,70,"fraîche ou du vin blanc.
",./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #90
9470,666,vin,blanc,70,"fraîche ou du vin blanc.
",./corpus/wikipedia/Soupe de poisson _Tchéquie_.txt #90
9471,0,coulibiac,russe,813,ou koulibiac ou coulibiac (du russe: koulebiáka,./corpus/wikipedia/Koulibiak.txt #5
9472,777,coulibiac,russe,813,ou koulibiac ou coulibiac (du russe: koulebiáka,./corpus/wikipedia/Koulibiak.txt #5
9473,0,spécialité,culinaire,2539,) est une spécialité culinaire de charcuterie,./corpus/wikipedia/Koulibiak.txt #14
9474,0,cuisine,russe,5,"traditionnelle de la cuisine russe, variante",./corpus/wikipedia/Koulibiak.txt #22
9475,27,cuisine,russe,5,"traditionnelle de la cuisine russe, variante",./corpus/wikipedia/Koulibiak.txt #22
9476,28,cuisine,russe,5,"traditionnelle de la cuisine russe, variante",./corpus/wikipedia/Koulibiak.txt #22
9477,0,pâte,feuilleté,5,"four dans une pâte feuilletée, et",./corpus/wikipedia/Koulibiak.txt #64
9478,0,fête,populaire,2540,un plat de fête populaire complet traditionnel,./corpus/wikipedia/Koulibiak.txt #79
9479,0,chef,cuisinier,2541,", le célèbre chef cuisinier et auteur",./corpus/wikipedia/Koulibiak.txt #131
9480,5,chef,cuisinier,2541,", le célèbre chef cuisinier et auteur",./corpus/wikipedia/Koulibiak.txt #131
9481,6,chef,cuisinier,2541,", le célèbre chef cuisinier et auteur",./corpus/wikipedia/Koulibiak.txt #131
9482,8,chef,cuisinier,2541,", le célèbre chef cuisinier et auteur",./corpus/wikipedia/Koulibiak.txt #131
9483,21,chef,cuisinier,2541,", le célèbre chef cuisinier et auteur",./corpus/wikipedia/Koulibiak.txt #131
9484,23,chef,cuisinier,2541,", le célèbre chef cuisinier et auteur",./corpus/wikipedia/Koulibiak.txt #131
9485,35,chef,cuisinier,2541,", le célèbre chef cuisinier et auteur",./corpus/wikipedia/Koulibiak.txt #131
9486,41,chef,cuisinier,2541,", le célèbre chef cuisinier et auteur",./corpus/wikipedia/Koulibiak.txt #131
9487,67,chef,cuisinier,2541,", le célèbre chef cuisinier et auteur",./corpus/wikipedia/Koulibiak.txt #131
9488,666,chef,cuisinier,2541,", le célèbre chef cuisinier et auteur",./corpus/wikipedia/Koulibiak.txt #131
9489,777,recette,France,686,"Escoffier importe la recette en France, et",./corpus/wikipedia/Koulibiak.txt #141
9490,17,cuisine,français,2542,ouvrages culinaires de cuisine française. Cette,./corpus/wikipedia/Koulibiak.txt #153
9491,0,monde,entier,5,"depuis dans le monde entier, fait",./corpus/wikipedia/Koulibiak.txt #162
9492,0,cuisine,pays,2543,jour de la cuisine des pays d'Europe,./corpus/wikipedia/Koulibiak.txt #173
9493,0,pays,Europe,2544,la cuisine des pays d'Europe de l',./corpus/wikipedia/Koulibiak.txt #175
9494,8,pays,Europe,2544,la cuisine des pays d'Europe de l',./corpus/wikipedia/Koulibiak.txt #175
9495,10,pays,Europe,2544,la cuisine des pays d'Europe de l',./corpus/wikipedia/Koulibiak.txt #175
9496,15,pays,Europe,2544,la cuisine des pays d'Europe de l',./corpus/wikipedia/Koulibiak.txt #175
9497,0,œuf,dur,5,"esturgeon, des œufs durs, des",./corpus/wikipedia/Koulibiak.txt #206
9498,17,mot,italien,5,,./corpus/wikipedia/Semifreddo.txt #2
9499,777,mot,italien,5,,./corpus/wikipedia/Semifreddo.txt #2
9500,0,dessert,glacé,2545,"une famille de desserts glacés, typiquement",./corpus/wikipedia/Semifreddo.txt #16
9501,17,dessert,glacé,2545,"une famille de desserts glacés, typiquement",./corpus/wikipedia/Semifreddo.txt #16
9502,17,crème,glacé,5,"Proche d'une crème glacée, dont",./corpus/wikipedia/Semifreddo.txt #47
9503,17,crème,glacé,5,"est généralement la crème glacée, dans",./corpus/wikipedia/Semifreddo.txt #89
9504,0,crème,base,8,formée par une crème de base (à,./corpus/wikipedia/Semifreddo.txt #136
9505,0,consistance,crémeux,5,spumone. Sa consistance crémeuse ressemble au,./corpus/wikipedia/Semifreddo.txt #220
9506,666,consistance,crémeux,5,spumone. Sa consistance crémeuse ressemble au,./corpus/wikipedia/Semifreddo.txt #220
9507,17,plat,traditionnel,2546,", est un plat traditionnel emblématique de",./corpus/wikipedia/Baeckeoffe.txt #26
9508,0,pomme,terre,18,"à base de pommes de terre, de",./corpus/wikipedia/Baeckeoffe.txt #37
9509,0,viande,agneau,2547,"d'assortiment de viandes d'agneau, de",./corpus/wikipedia/Baeckeoffe.txt #48
9510,8,viande,agneau,2547,"d'assortiment de viandes d'agneau, de",./corpus/wikipedia/Baeckeoffe.txt #48
9511,10,viande,agneau,2547,"d'assortiment de viandes d'agneau, de",./corpus/wikipedia/Baeckeoffe.txt #48
9512,27,viande,agneau,2547,"d'assortiment de viandes d'agneau, de",./corpus/wikipedia/Baeckeoffe.txt #48
9513,42,viande,agneau,2547,"d'assortiment de viandes d'agneau, de",./corpus/wikipedia/Baeckeoffe.txt #48
9514,666,viande,agneau,2547,"d'assortiment de viandes d'agneau, de",./corpus/wikipedia/Baeckeoffe.txt #48
9515,0,vin,blanc,2548,", et du vin blanc du vignoble",./corpus/wikipedia/Baeckeoffe.txt #81
9516,5,vin,blanc,2548,", et du vin blanc du vignoble",./corpus/wikipedia/Baeckeoffe.txt #81
9517,8,vin,blanc,2548,", et du vin blanc du vignoble",./corpus/wikipedia/Baeckeoffe.txt #81
9518,17,vin,blanc,2548,", et du vin blanc du vignoble",./corpus/wikipedia/Baeckeoffe.txt #81
